60,57,63,59,74,54,58,55,75,62,56,61,50,70,67,73,53,69,64,68,65,52,72,66,71,51
5,5,5,5,5,5,5,5,5,7,5,5,7,5,5,5,9,5,5,5,5,7,5,5,5,9
5,5,5,5,5,5,5,7,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,7,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,9,5,5,5,5,7
5,5,5,5,5,5,5,5,5,5,7,5,5,7,5,5,5,7,5,5,5,5,7,5,5,5
5,9,5,5,5,5,5,5,7,5,5,5,8,5,9,9,5,5,5,5,5,5,7,5,5,7
5,5,5,9,5,5,5,7,5,6,5,5,5,5,5,7,8,5,5,5,5,5,7,5,5,5
5,5,5,5,5,5,7,5,6,5,5,5,5,5,5,7,5,5,5,5,7,5,5,6,5,5
5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,7,5,5,7,5,5
6,5,7,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,8,5,9,5,5,5
5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,7,5,5,6,7,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,6,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,7,5,7,5,5
5,5,5,5,10,6,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,9,5
6,5,5,5,5,5,5,5,7,5,5,5,5,5,7,5,5,5,5,5,5,5,6,5,5,5
5,6,5,7,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,6,5,9,5,5,10,5
5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8
5,5,5,8,5,7,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5,5
5,7,5,5,5,5,8,5,5,5,5,5,5,5,5,6,5,5,5,5,7,5,5,5,5,5
7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5
7,5,5,5,7,5,5,5,5,5,5,5,5,8,5,7,8,5,5,5,5,5,7,5,5,5
5,5,5,5,5,9,5,5,5,5,5,5,5,8,5,7,5,5,5,5,5,7,5,5,5,5
5,5,5,7,5,5,5,5,5,7,7,5,7,5,5,5,5,5,5,5,5,5,5,7,5,5
5,5,5,5,5,5,5,7,5,5,5,8,5,5,9,5,5,5,5,5,5,5,5,5,5,5
7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,7,5,5,5,9,5,7,5,5
7,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5
5,7,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,7,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,8,5,5,5,5,5,5,5,6
5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,6,5,10,5,5,5,5,5,6,5,5,5,5,5,5,6,5,7,6,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,7,7,5,5,6,7,5,5,5,7,5,5,6,6,7,5
5,5,5,7,5,6,5,5,5,5,5,5,5,5,5,5,8,7,9,5,5,5,7,5,5,5
5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,7,5,5,5,7,5,5,5,5,5,6
5,5,5,5,5,5,5,7,5,5,5,7,5,5,5,5,5,5,5,5,7,5,7,6,7,5
5,7,5,7,5,7,5,5,5,7,6,5,5,5,5,7,5,5,5,5,5,5,5,7,5,5
5,5,5,5,5,6,5,5,7,5,5,5,7,5,5,6,8,5,5,5,5,5,5,5,6,5
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5
5,5,7,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5
7,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,7,5,5,5,5,5
5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,5,5
5,7,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,7,5,5,5,5,5,5,5
5,7,5,5,5,7,8,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,7,5,5,7
5,5,5,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5
5,5,6,5,5,5,7,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,8,5,5,5,5,5,5,5
5,5,5,5,5,7,5,5,5,5,5,5,7,5,5,5,5,7,5,5,5,5,5,7,5,7
5,5,5,5,6,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5
5,5,5,7,5,5,8,7,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5
5,7,5,5,5,5,5,5,7,5,7,5,5,5,5,7,5,5,5,5,5,5,5,5,5,8
9,5,5,5,5,5,7,5,5,7,5,5,5,5,7,5,5,5,5,5,5,8,5,7,5,5
5,5,5,5,5,7,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,7,5,5
5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,7,5,5,5,5,5
5,5,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5
7,5,5,5,7,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5
5,5,7,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,7,5
5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,7,5,7,5,5,5,5,5
5,5,7,5,5,5,5,7,5,7,5,5,5,7,5,5,5,5,7,7,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,7,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,5,5,5,5,5,5,5,5,5,9,5,5,5,6,5,5,5,5,5,5,5,5,5,7,5
5,5,5,5,5,8,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,7,5,7
5,6,5,5,5,6,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,7,5,5,5,5
5,5,7,7,5,5,7,5,5,5,5,10,5,5,5,5,5,5,7,7,5,7,5,5,5,7
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,7,5,5,5,5,5
7,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7
7,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,9,5,5
5,5,5,5,5,5,8,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,7,5,5,5,5,5,5,5,7,5,5,7,5,5,5,5,5,7,5,5,5
5,5,5,5,5,5,5,5,7,5,7,5,5,5,6,5,5,9,5,6,5,5,5,5,5,5
7,5,5,5,9,5,5,5,5,5,5,5,5,7,5,5,5,7,5,5,7,5,5,5,5,5
5,5,5,5,5,7,5,5,5,5,5,5,6,5,7,5,5,5,5,5,5,7,5,5,5,6
5,7,5,5,5,5,5,5,5,5,7,7,5,5,7,5,7,7,5,5,9,5,5,8,5,5
5,5,5,7,5,5,5,8,5,7,5,7,5,10,5,5,5,8,5,5,7,5,5,6,5,5
5,5,5,5,5,5,7,5,5,5,5,5,5,7,5,5,5,5,5,5,8,7,5,5,5,5
5,8,7,5,5,5,5,6,6,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,9,5,5,5,5,5,5,7,7,5,5,5,5,5,5,7,5,7,5,5,5,5
7,5,5,5,5,5,5,5,5,5,5,5,9,5,5,5,5,5,5,6,5,5,5,5,5,7
5,5,5,5,6,5,5,5,5,5,5,5,7,5,5,5,5,7,5,5,5,5,5,5,5,5
5,5,5,7,5,5,5,5,5,5,5,7,5,5,5,5,5,7,5,5,5,5,5,5,5,7
5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,7
6,5,5,5,5,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5
5,5,6,5,5,6,5,7,5,5,5,7,5,5,5,5,7,5,5,5,5,7,5,5,7,5
5,5,5,5,5,7,5,6,5,5,5,5,7,5,5,5,7,5,5,5,5,6,5,6,5,5
5,5,5,5,7,5,5,5,6,5,5,5,7,7,7,5,10,7,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,7,5,5
5,5,5,5,5,5,5,5,5,6,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,8,5,5,5,5
5,5,7,5,5,5,5,5,5,5,5,5,5,5,7,6,5,5,5,5,9,5,5,5,5,5
14,7,7,5,5,5,5,5,5,5,5,5,5,7,6,6,5,5,5,5,5,5,5,6,7,5
5,5,5,5,5,7,5,5,5,5,5,7,6,5,5,5,5,7,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,7,5,5,5,5,5,5
5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5
5,5,7,5,5,5,5,5,5,5,5,5,6,5,5,5,5,7,5,5,6,5,5,5,5,5
5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5
5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,7,9,5
5,6,5,5,9,7,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,7,5,5,5,5
5,5,5,5,5,5,5,7,5,5,5,5,7,5,5,5,5,5,5,5,5,7,5,5,7,5
5,7,5,5,5,7,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5
